id,styleId,size,quantity
2693,438,"XS",50
2694,438,"S",9
2695,438,"M",17
2696,438,"L",6
2697,438,"XL",58
2698,438,"XXL",45
2699,439,"XS",49
2700,439,"S",15
2701,439,"M",19
2702,439,"L",7
2703,439,"XL",24
2704,439,"XXL",13
2705,440,"XS",10
2706,440,"S",0
2707,440,"M",43
2708,440,"L",22
2709,440,"XL",14
2710,440,"XXL",34
2711,441,"XS",11
2712,441,"S",51
2713,441,"M",54
2714,441,"L",18
2715,441,"XL",55
2716,441,"XXL",19
2717,442,"XS",25
2718,442,"S",50
2719,442,"M",35
2720,442,"L",10
2721,442,"XL",20
2722,442,"XXL",29
2723,443,"XS",36
2724,443,"S",18
2725,443,"M",1
2726,443,"L",40
2727,443,"XL",48
2728,443,"XXL",53
2729,444,"XS",4
2730,444,"S",12
2731,444,"M",35
2732,444,"L",48
2733,444,"XL",22
2734,444,"XXL",41
2735,445,"XS",32
2736,445,"S",53
2737,445,"M",31
2738,445,"L",43
2739,445,"XL",39
2740,445,"XXL",47
2741,446,"XS",33
2742,446,"S",6
2743,446,"M",27
2744,446,"L",38
2745,446,"XL",51
2746,446,"XXL",9
2747,447,"XS",26
2748,447,"S",48
2749,447,"M",51
2750,447,"L",24
2751,447,"XL",5
2752,447,"XXL",58
2753,448,"XS",5
2754,448,"S",59
2755,448,"M",32
2756,448,"L",14
2757,448,"XL",33
2758,448,"XXL",31
2759,449,"XS",40
2760,449,"S",49
2761,449,"M",19
2762,449,"L",4
2763,449,"XL",28
2764,449,"XXL",19
2765,450,"XS",53
2766,450,"S",44
2767,450,"M",34
2768,450,"L",29
2769,450,"XL",41
2770,450,"XXL",13
2771,451,"XS",44
2772,451,"S",17
2773,451,"M",2
2774,451,"L",15
2775,451,"XL",7
2776,451,"XXL",24
2777,452,"XS",2
2778,452,"S",59
2779,452,"M",24
2780,452,"L",23
2781,452,"XL",15
2782,452,"XXL",3
2783,453,"XS",43
2784,453,"S",1
2785,453,"M",44
2786,453,"L",49
2787,453,"XL",16
2788,453,"XXL",37
2789,454,"XS",41
2790,454,"S",4
2791,454,"M",38
2792,454,"L",47
2793,454,"XL",41
2794,454,"XXL",35
2795,455,"XS",28
2796,455,"S",26
2797,455,"M",0
2798,455,"L",53
2799,455,"XL",42
2800,455,"XXL",45
2801,456,"XS",6
2802,456,"S",2
2803,456,"M",24
2804,456,"L",12
2805,456,"XL",30
2806,456,"XXL",17
2807,457,"XS",56
2808,457,"S",4
2809,457,"M",39
2810,457,"L",27
2811,457,"XL",31
2812,457,"XXL",27
2813,458,"XS",5
2814,458,"S",29
2815,458,"M",30
2816,458,"L",57
2817,458,"XL",3
2818,458,"XXL",13
2819,459,"XS",42
2820,459,"S",31
2821,459,"M",24
2822,459,"L",12
2823,459,"XL",17
2824,459,"XXL",11
2825,460,"XS",52
2826,460,"S",10
2827,460,"M",3
2828,460,"L",33
2829,460,"XL",15
2830,460,"XXL",16
2831,461,"XS",52
2832,461,"S",4
2833,461,"M",35
2834,461,"L",23
2835,461,"XL",18
2836,461,"XXL",12
2837,462,"XS",49
2838,462,"S",32
2839,462,"M",34
2840,462,"L",51
2841,462,"XL",37
2842,462,"XXL",11
2843,463,"XS",30
2844,463,"S",14
2845,463,"M",48
2846,463,"L",3
2847,463,"XL",39
2848,463,"XXL",13
2849,464,"One Size",28
2850,465,"XS",44
2851,465,"S",55
2852,465,"M",57
2853,465,"L",25
2854,465,"XL",23
2855,465,"XXL",15
2856,466,"XS",59
2857,466,"S",12
2858,466,"M",44
2859,466,"L",22
2860,466,"XL",27
2861,466,"XXL",49
2862,467,"XS",7
2863,467,"S",44
2864,467,"M",19
2865,467,"L",11
2866,467,"XL",32
2867,467,"XXL",39
2868,468,"XS",6
2869,468,"S",47
2870,468,"M",25
2871,468,"L",21
2872,468,"XL",20
2873,468,"XXL",46
2874,469,"XS",52
2875,469,"S",45
2876,469,"M",50
2877,469,"L",1
2878,469,"XL",34
2879,469,"XXL",57
2880,470,"XS",14
2881,470,"S",39
2882,470,"M",15
2883,470,"L",59
2884,470,"XL",13
2885,470,"XXL",7
2886,471,"XS",48
2887,471,"S",38
2888,471,"M",55
2889,471,"L",3
2890,471,"XL",14
2891,471,"XXL",48
2892,472,"XS",6
2893,472,"S",55
2894,472,"M",58
2895,472,"L",39
2896,472,"XL",16
2897,472,"XXL",44
2898,473,"7",17
2899,473,"7.5",17
2900,473,"8",8
2901,473,"8.5",48
2902,473,"9",5
2903,473,"9.5",13
2904,473,"10",8
2905,473,"10.5",12
2906,473,"11",43
2907,473,"11.5",45
2908,473,"12",17
2909,474,"7",36
2910,474,"7.5",46
2911,474,"8",28
2912,474,"8.5",9
2913,474,"9",55
2914,474,"9.5",42
2915,474,"10",45
2916,474,"10.5",58
2917,474,"11",47
2918,474,"11.5",27
2919,474,"12",49
2920,475,"7",55
2921,475,"7.5",37
2922,475,"8",36
2923,475,"8.5",40
2924,475,"9",49
2925,475,"9.5",11
2926,475,"10",58
2927,475,"10.5",55
2928,475,"11",44
2929,475,"11.5",37
2930,475,"12",29
2931,476,"XS",54
2932,476,"S",29
2933,476,"M",43
2934,476,"L",54
2935,476,"XL",13
2936,476,"XXL",48
2937,477,"7",6
2938,477,"7.5",38
2939,477,"8",21
2940,477,"8.5",50
2941,477,"9",15
2942,477,"9.5",34
2943,477,"10",48
2944,477,"10.5",6
2945,477,"11",42
2946,477,"11.5",56
2947,477,"12",52
2948,478,"7",24
2949,478,"7.5",44
2950,478,"8",19
2951,478,"8.5",54
2952,478,"9",40
2953,478,"9.5",47
2954,478,"10",20
2955,478,"10.5",42
2956,478,"11",55
2957,478,"11.5",40
2958,478,"12",17
2959,479,"7",49
2960,479,"7.5",36
2961,479,"8",43
2962,479,"8.5",2
2963,479,"9",6
2964,479,"9.5",17
2965,479,"10",23
2966,479,"10.5",54
2967,479,"11",38
2968,479,"11.5",42
2969,479,"12",13
2970,480,"7",22
2971,480,"7.5",46
2972,480,"8",32
2973,480,"8.5",7
2974,480,"9",8
2975,480,"9.5",28
2976,480,"10",34
2977,480,"10.5",40
2978,480,"11",31
2979,480,"11.5",14
2980,480,"12",54
2981,481,"One Size",6
2982,482,"One Size",9
2983,483,"One Size",29
2984,484,"XS",45
2985,484,"S",0
2986,484,"M",36
2987,484,"L",26
2988,484,"XL",40
2989,484,"XXL",16
2990,485,"XS",24
2991,485,"S",15
2992,485,"M",2
2993,485,"L",26
2994,485,"XL",42
2995,485,"XXL",13
2996,486,"XS",18
2997,486,"S",41
2998,486,"M",32
2999,486,"L",59
3000,486,"XL",45
3001,486,"XXL",15
3002,487,"XS",43
3003,487,"S",12
3004,487,"M",59
3005,487,"L",31
3006,487,"XL",32
3007,487,"XXL",21
3008,488,"7",51
3009,488,"7.5",7
3010,488,"8",55
3011,488,"8.5",58
3012,488,"9",39
3013,488,"9.5",26
3014,488,"10",22
3015,488,"10.5",29
3016,488,"11",4
3017,488,"11.5",23
3018,488,"12",16
3019,489,"7",52
3020,489,"7.5",52
3021,489,"8",18
3022,489,"8.5",1
3023,489,"9",59
3024,489,"9.5",54
3025,489,"10",27
3026,489,"10.5",40
3027,489,"11",38
3028,489,"11.5",18
3029,489,"12",39
3030,490,"XS",48
3031,490,"S",27
3032,490,"M",53
3033,490,"L",30
3034,490,"XL",56
3035,490,"XXL",17
3036,491,"XS",36
3037,491,"S",51
3038,491,"M",21
3039,491,"L",33
3040,491,"XL",24
3041,491,"XXL",38
3042,492,"XS",22
3043,492,"S",48
3044,492,"M",49
3045,492,"L",2
3046,492,"XL",49
3047,492,"XXL",5
3048,493,"XS",4
3049,493,"S",51
3050,493,"M",46
3051,493,"L",12
3052,493,"XL",25
3053,493,"XXL",40
3054,494,"XS",6
3055,494,"S",52
3056,494,"M",21
3057,494,"L",41
3058,494,"XL",20
3059,494,"XXL",40
3060,495,"One Size",36
3061,496,"One Size",29
3062,497,"One Size",1
3063,498,"XS",18
3064,498,"S",14
3065,498,"M",37
3066,498,"L",32
3067,498,"XL",6
3068,498,"XXL",12
3069,499,"XS",3
3070,499,"S",27
3071,499,"M",22
3072,499,"L",30
3073,499,"XL",2
3074,499,"XXL",41
3075,500,"XS",8
3076,500,"S",5
3077,500,"M",38
3078,500,"L",15
3079,500,"XL",0
3080,500,"XXL",55
3081,501,"XS",0
3082,501,"S",41
3083,501,"M",20
3084,501,"L",48
3085,501,"XL",34
3086,501,"XXL",55
3087,502,"XS",53
3088,502,"S",40
3089,502,"M",14
3090,502,"L",8
3091,502,"XL",35
3092,502,"XXL",53
3093,503,"XS",40
3094,503,"S",3
3095,503,"M",36
3096,503,"L",31
3097,503,"XL",8
3098,503,"XXL",14
3099,504,"XS",26
3100,504,"S",3
3101,504,"M",17
3102,504,"L",49
3103,504,"XL",29
3104,504,"XXL",39
3105,505,"One Size",55
3106,506,"One Size",25
3107,507,"One Size",47
3108,508,"One Size",3
3109,509,"One Size",14
3110,510,"One Size",37
3111,511,"XS",19
3112,511,"S",30
3113,511,"M",52
3114,511,"L",50
3115,511,"XL",7
3116,511,"XXL",30
3117,512,"7",42
3118,512,"7.5",35
3119,512,"8",46
3120,512,"8.5",44
3121,512,"9",6
3122,512,"9.5",30
3123,512,"10",15
3124,512,"10.5",13
3125,512,"11",26
3126,512,"11.5",47
3127,512,"12",50
3128,513,"7",35
3129,513,"7.5",20
3130,513,"8",44
3131,513,"8.5",27
3132,513,"9",50
3133,513,"9.5",42
3134,513,"10",33
3135,513,"10.5",55
3136,513,"11",2
3137,513,"11.5",34
3138,513,"12",39
3139,514,"7",52
3140,514,"7.5",56
3141,514,"8",30
3142,514,"8.5",26
3143,514,"9",59
3144,514,"9.5",19
3145,514,"10",44
3146,514,"10.5",15
3147,514,"11",18
3148,514,"11.5",6
3149,514,"12",58
3150,515,"7",2
3151,515,"7.5",56
3152,515,"8",11
3153,515,"8.5",14
3154,515,"9",28
3155,515,"9.5",26
3156,515,"10",19
3157,515,"10.5",55
3158,515,"11",49
3159,515,"11.5",42
3160,515,"12",3
3161,516,"7",46
3162,516,"7.5",58
3163,516,"8",16
3164,516,"8.5",31
3165,516,"9",34
3166,516,"9.5",58
3167,516,"10",8
3168,516,"10.5",18
3169,516,"11",50
3170,516,"11.5",7
3171,516,"12",41
3172,517,"XS",54
3173,517,"S",38
3174,517,"M",48
3175,517,"L",31
3176,517,"XL",38
3177,517,"XXL",10
3178,518,"XS",24
3179,518,"S",52
3180,518,"M",58
3181,518,"L",16
3182,518,"XL",37
3183,518,"XXL",38
3184,519,"XS",33
3185,519,"S",59
3186,519,"M",26
3187,519,"L",20
3188,519,"XL",5
3189,519,"XXL",0
3190,520,"XS",40
3191,520,"S",48
3192,520,"M",33
3193,520,"L",30
3194,520,"XL",46
3195,520,"XXL",35
3196,521,"XS",19
3197,521,"S",12
3198,521,"M",58
3199,521,"L",7
3200,521,"XL",23
3201,521,"XXL",24
3202,522,"XS",16
3203,522,"S",7
3204,522,"M",36
3205,522,"L",9
3206,522,"XL",20
3207,522,"XXL",36
3208,523,"XS",4
3209,523,"S",55
3210,523,"M",0
3211,523,"L",52
3212,523,"XL",40
3213,523,"XXL",42
3214,524,"XS",7
3215,524,"S",53
3216,524,"M",42
3217,524,"L",55
3218,524,"XL",25
3219,524,"XXL",42
3220,525,"XS",44
3221,525,"S",44
3222,525,"M",54
3223,525,"L",27
3224,525,"XL",50
3225,525,"XXL",22
3226,526,"XS",59
3227,526,"S",14
3228,526,"M",15
3229,526,"L",48
3230,526,"XL",3
3231,526,"XXL",41
3232,527,"XS",41
3233,527,"S",17
3234,527,"M",55
3235,527,"L",41
3236,527,"XL",45
3237,527,"XXL",50
3238,528,"XS",29
3239,528,"S",40
3240,528,"M",40
3241,528,"L",38
3242,528,"XL",5
3243,528,"XXL",10
3244,529,"7",27
3245,529,"7.5",43
3246,529,"8",45
3247,529,"8.5",2
3248,529,"9",50
3249,529,"9.5",38
3250,529,"10",30
3251,529,"10.5",53
3252,529,"11",23
3253,529,"11.5",44
3254,529,"12",27
3255,530,"7",54
3256,530,"7.5",42
3257,530,"8",9
3258,530,"8.5",17
3259,530,"9",20
3260,530,"9.5",5
3261,530,"10",35
3262,530,"10.5",15
3263,530,"11",42
3264,530,"11.5",51
3265,530,"12",35
3266,531,"One Size",55
3267,532,"XS",48
3268,532,"S",20
3269,532,"M",12
3270,532,"L",32
3271,532,"XL",30
3272,532,"XXL",53
3273,533,"XS",28
3274,533,"S",46
3275,533,"M",10
3276,533,"L",39
3277,533,"XL",53
3278,533,"XXL",58
3279,534,"One Size",50
3280,535,"One Size",56
3281,536,"One Size",9
3282,537,"One Size",1
3283,538,"One Size",1
3284,539,"One Size",55
3285,540,"XS",56
3286,540,"S",22
3287,540,"M",5
3288,540,"L",29
3289,540,"XL",47
3290,540,"XXL",48
3291,541,"XS",10
3292,541,"S",34
3293,541,"M",49
3294,541,"L",22
3295,541,"XL",34
3296,541,"XXL",19
3297,542,"XS",38
3298,542,"S",2
3299,542,"M",9
3300,542,"L",26
3301,542,"XL",50
3302,542,"XXL",23
3303,543,"XS",16
3304,543,"S",27
3305,543,"M",23
3306,543,"L",21
3307,543,"XL",10
3308,543,"XXL",50
3309,544,"XS",18
3310,544,"S",12
3311,544,"M",52
3312,544,"L",50
3313,544,"XL",16
3314,544,"XXL",24
3315,545,"7",35
3316,545,"7.5",3
3317,545,"8",44
3318,545,"8.5",44
3319,545,"9",10
3320,545,"9.5",44
3321,545,"10",13
3322,545,"10.5",14
3323,545,"11",40
3324,545,"11.5",58
3325,545,"12",19
3326,546,"7",27
3327,546,"7.5",12
3328,546,"8",44
3329,546,"8.5",42
3330,546,"9",36
3331,546,"9.5",14
3332,546,"10",43
3333,546,"10.5",34
3334,546,"11",25
3335,546,"11.5",24
3336,546,"12",38
3337,547,"XS",17
3338,547,"S",52
3339,547,"M",51
3340,547,"L",41
3341,547,"XL",58
3342,547,"XXL",26
3343,548,"XS",38
3344,548,"S",7
3345,548,"M",11
3346,548,"L",37
3347,548,"XL",46
3348,548,"XXL",57
3349,549,"XS",47
3350,549,"S",55
3351,549,"M",14
3352,549,"L",24
3353,549,"XL",45
3354,549,"XXL",25
3355,550,"XS",57
3356,550,"S",31
3357,550,"M",57
3358,550,"L",26
3359,550,"XL",16
3360,550,"XXL",39
3361,551,"One Size",28
3362,552,"One Size",29
3363,553,"XS",22
3364,553,"S",11
3365,553,"M",45
3366,553,"L",41
3367,553,"XL",34
3368,553,"XXL",4
3369,554,"XS",49
3370,554,"S",41
3371,554,"M",52
3372,554,"L",3
3373,554,"XL",16
3374,554,"XXL",53
3375,555,"XS",56
3376,555,"S",36
3377,555,"M",27
3378,555,"L",40
3379,555,"XL",23
3380,555,"XXL",32
3381,556,"XS",3
3382,556,"S",46
3383,556,"M",10
3384,556,"L",29
3385,556,"XL",29
3386,556,"XXL",50
3387,557,"XS",24
3388,557,"S",34
3389,557,"M",26
3390,557,"L",5
3391,557,"XL",37
3392,557,"XXL",39
3393,558,"XS",39
3394,558,"S",46
3395,558,"M",17
3396,558,"L",36
3397,558,"XL",57
3398,558,"XXL",45
3399,559,"XS",18
3400,559,"S",18
3401,559,"M",3
3402,559,"L",3
3403,559,"XL",32
3404,559,"XXL",54
3405,560,"XS",7
3406,560,"S",13
3407,560,"M",14
3408,560,"L",46
3409,560,"XL",21
3410,560,"XXL",20
3411,561,"XS",23
3412,561,"S",1
3413,561,"M",3
3414,561,"L",4
3415,561,"XL",14
3416,561,"XXL",45
3417,562,"XS",7
3418,562,"S",28
3419,562,"M",12
3420,562,"L",25
3421,562,"XL",53
3422,562,"XXL",46
3423,563,"XS",44
3424,563,"S",39
3425,563,"M",29
3426,563,"L",30
3427,563,"XL",25
3428,563,"XXL",53
3429,564,"XS",19
3430,564,"S",54
3431,564,"M",8
3432,564,"L",0
3433,564,"XL",29
3434,564,"XXL",45
3435,565,"XS",42
3436,565,"S",2
3437,565,"M",6
3438,565,"L",0
3439,565,"XL",26
3440,565,"XXL",16
3441,566,"XS",59
3442,566,"S",39
3443,566,"M",29
3444,566,"L",25
3445,566,"XL",21
3446,566,"XXL",42
3447,567,"XS",34
3448,567,"S",49
3449,567,"M",35
3450,567,"L",55
3451,567,"XL",18
3452,567,"XXL",54
3453,568,"One Size",57
3454,569,"One Size",36
3455,570,"One Size",36
3456,571,"XS",33
3457,571,"S",4
3458,571,"M",38
3459,571,"L",34
3460,571,"XL",22
3461,571,"XXL",51
3462,572,"XS",20
3463,572,"S",59
3464,572,"M",59
3465,572,"L",49
3466,572,"XL",6
3467,572,"XXL",52
3468,573,"XS",26
3469,573,"S",33
3470,573,"M",13
3471,573,"L",1
3472,573,"XL",22
3473,573,"XXL",6
3474,574,"XS",34
3475,574,"S",12
3476,574,"M",21
3477,574,"L",53
3478,574,"XL",27
3479,574,"XXL",10
3480,575,"One Size",40
3481,576,"XS",34
3482,576,"S",13
3483,576,"M",56
3484,576,"L",39
3485,576,"XL",16
3486,576,"XXL",18
3487,577,"XS",2
3488,577,"S",16
3489,577,"M",19
3490,577,"L",28
3491,577,"XL",41
3492,577,"XXL",46
3493,578,"XS",51
3494,578,"S",7
3495,578,"M",51
3496,578,"L",53
3497,578,"XL",11
3498,578,"XXL",0
3499,579,"XS",54
3500,579,"S",48
3501,579,"M",51
3502,579,"L",27
3503,579,"XL",45
3504,579,"XXL",50
3505,580,"7",25
3506,580,"7.5",11
3507,580,"8",9
3508,580,"8.5",46
3509,580,"9",7
3510,580,"9.5",55
3511,580,"10",38
3512,580,"10.5",35
3513,580,"11",6
3514,580,"11.5",48
3515,580,"12",14
3516,581,"XS",22
3517,581,"S",6
3518,581,"M",18
3519,581,"L",10
3520,581,"XL",33
3521,581,"XXL",4
3522,582,"XS",33
3523,582,"S",44
3524,582,"M",28
3525,582,"L",49
3526,582,"XL",29
3527,582,"XXL",52
3528,583,"XS",53
3529,583,"S",23
3530,583,"M",54
3531,583,"L",19
3532,583,"XL",55
3533,583,"XXL",51
3534,584,"XS",13
3535,584,"S",29
3536,584,"M",42
3537,584,"L",43
3538,584,"XL",57
3539,584,"XXL",16
3540,585,"XS",58
3541,585,"S",50
3542,585,"M",15
3543,585,"L",46
3544,585,"XL",52
3545,585,"XXL",46
3546,586,"XS",16
3547,586,"S",22
3548,586,"M",5
3549,586,"L",19
3550,586,"XL",58
3551,586,"XXL",28
3552,587,"XS",48
3553,587,"S",13
3554,587,"M",39
3555,587,"L",41
3556,587,"XL",41
3557,587,"XXL",16
3558,588,"XS",3
3559,588,"S",43
3560,588,"M",10
3561,588,"L",19
3562,588,"XL",16
3563,588,"XXL",25
3564,589,"XS",7
3565,589,"S",6
3566,589,"M",55
3567,589,"L",21
3568,589,"XL",19
3569,589,"XXL",32
3570,590,"XS",5
3571,590,"S",49
3572,590,"M",36
3573,590,"L",21
3574,590,"XL",9
3575,590,"XXL",39
3576,591,"XS",40
3577,591,"S",25
3578,591,"M",34
3579,591,"L",30
3580,591,"XL",26
3581,591,"XXL",26
3582,592,"XS",49
3583,592,"S",18
3584,592,"M",56
3585,592,"L",5
3586,592,"XL",26
3587,592,"XXL",7
3588,593,"XS",0
3589,593,"S",1
3590,593,"M",11
3591,593,"L",52
3592,593,"XL",7
3593,593,"XXL",35
3594,594,"XS",16
3595,594,"S",36
3596,594,"M",31
3597,594,"L",0
3598,594,"XL",17
3599,594,"XXL",6
3600,595,"XS",30
3601,595,"S",54
3602,595,"M",0
3603,595,"L",57
3604,595,"XL",10
3605,595,"XXL",58
3606,596,"XS",44
3607,596,"S",50
3608,596,"M",4
3609,596,"L",25
3610,596,"XL",56
3611,596,"XXL",55
3612,597,"XS",41
3613,597,"S",49
3614,597,"M",27
3615,597,"L",39
3616,597,"XL",33
3617,597,"XXL",57
3618,598,"XS",19
3619,598,"S",17
3620,598,"M",4
3621,598,"L",55
3622,598,"XL",21
3623,598,"XXL",30
3624,599,"XS",40
3625,599,"S",55
3626,599,"M",22
3627,599,"L",3
3628,599,"XL",49
3629,599,"XXL",42
3630,600,"XS",6
3631,600,"S",39
3632,600,"M",51
3633,600,"L",43
3634,600,"XL",42
3635,600,"XXL",23
3636,601,"XS",48
3637,601,"S",26
3638,601,"M",40
3639,601,"L",26
3640,601,"XL",57
3641,601,"XXL",28
3642,602,"XS",22
3643,602,"S",27
3644,602,"M",36
3645,602,"L",54
3646,602,"XL",30
3647,602,"XXL",45
3648,603,"XS",37
3649,603,"S",56
3650,603,"M",5
3651,603,"L",13
3652,603,"XL",29
3653,603,"XXL",40
3654,604,"XS",57
3655,604,"S",16
3656,604,"M",22
3657,604,"L",8
3658,604,"XL",43
3659,604,"XXL",24
3660,605,"XS",2
3661,605,"S",18
3662,605,"M",14
3663,605,"L",12
3664,605,"XL",16
3665,605,"XXL",51
3666,606,"XS",40
3667,606,"S",8
3668,606,"M",48
3669,606,"L",17
3670,606,"XL",25
3671,606,"XXL",43
3672,607,"XS",54
3673,607,"S",55
3674,607,"M",8
3675,607,"L",33
3676,607,"XL",6
3677,607,"XXL",11
3678,608,"XS",56
3679,608,"S",13
3680,608,"M",50
3681,608,"L",18
3682,608,"XL",44
3683,608,"XXL",36
3684,609,"XS",15
3685,609,"S",47
3686,609,"M",3
3687,609,"L",34
3688,609,"XL",55
3689,609,"XXL",20
3690,610,"XS",30
3691,610,"S",51
3692,610,"M",25
3693,610,"L",6
3694,610,"XL",19
3695,610,"XXL",8
3696,611,"XS",17
3697,611,"S",31
3698,611,"M",10
3699,611,"L",51
3700,611,"XL",23
3701,611,"XXL",13
3702,612,"XS",46
3703,612,"S",20
3704,612,"M",45
3705,612,"L",26
3706,612,"XL",9
3707,612,"XXL",27
3708,613,"XS",48
3709,613,"S",25
3710,613,"M",41
3711,613,"L",52
3712,613,"XL",24
3713,613,"XXL",38
3714,614,"XS",27
3715,614,"S",50
3716,614,"M",56
3717,614,"L",13
3718,614,"XL",41
3719,614,"XXL",24
3720,615,"One Size",44
3721,616,"One Size",40
3722,617,"One Size",12
3723,618,"One Size",45
3724,619,"XS",34
3725,619,"S",29
3726,619,"M",18
3727,619,"L",59
3728,619,"XL",42
3729,619,"XXL",40
3730,620,"XS",51
3731,620,"S",23
3732,620,"M",34
3733,620,"L",55
3734,620,"XL",21
3735,620,"XXL",40
3736,621,"XS",7
3737,621,"S",34
3738,621,"M",33
3739,621,"L",44
3740,621,"XL",37
3741,621,"XXL",52
3742,622,"XS",38
3743,622,"S",57
3744,622,"M",49
3745,622,"L",5
3746,622,"XL",3
3747,622,"XXL",44
3748,623,"XS",58
3749,623,"S",11
3750,623,"M",33
3751,623,"L",44
3752,623,"XL",9
3753,623,"XXL",55
3754,624,"One Size",5
3755,625,"XS",2
3756,625,"S",28
3757,625,"M",9
3758,625,"L",37
3759,625,"XL",7
3760,625,"XXL",43
3761,626,"XS",59
3762,626,"S",51
3763,626,"M",6
3764,626,"L",35
3765,626,"XL",38
3766,626,"XXL",12
3767,627,"One Size",24
3768,628,"One Size",27
3769,629,"One Size",1
3770,630,"One Size",8
3771,631,"XS",7
3772,631,"S",50
3773,631,"M",54
3774,631,"L",49
3775,631,"XL",33
3776,631,"XXL",6
3777,632,"One Size",6
3778,633,"One Size",19
3779,634,"One Size",50
3780,635,"XS",14
3781,635,"S",31
3782,635,"M",54
3783,635,"L",39
3784,635,"XL",47
3785,635,"XXL",10
3786,636,"XS",0
3787,636,"S",51
3788,636,"M",22
3789,636,"L",52
3790,636,"XL",27
3791,636,"XXL",27
3792,637,"XS",54
3793,637,"S",27
3794,637,"M",50
3795,637,"L",25
3796,637,"XL",49
3797,637,"XXL",27
3798,638,"7",20
3799,638,"7.5",6
3800,638,"8",6
3801,638,"8.5",21
3802,638,"9",45
3803,638,"9.5",45
3804,638,"10",42
3805,638,"10.5",33
3806,638,"11",42
3807,638,"11.5",14
3808,638,"12",37
3809,639,"7",10
3810,639,"7.5",32
3811,639,"8",31
3812,639,"8.5",12
3813,639,"9",17
3814,639,"9.5",48
3815,639,"10",38
3816,639,"10.5",16
3817,639,"11",27
3818,639,"11.5",45
3819,639,"12",52
3820,640,"One Size",3
3821,641,"One Size",11
3822,642,"XS",32
3823,642,"S",57
3824,642,"M",59
3825,642,"L",55
3826,642,"XL",32
3827,642,"XXL",49
3828,643,"XS",0
3829,643,"S",3
3830,643,"M",30
3831,643,"L",46
3832,643,"XL",15
3833,643,"XXL",20
3834,644,"XS",3
3835,644,"S",51
3836,644,"M",54
3837,644,"L",10
3838,644,"XL",23
3839,644,"XXL",51
3840,645,"XS",26
3841,645,"S",4
3842,645,"M",31
3843,645,"L",56
3844,645,"XL",3
3845,645,"XXL",1
3846,646,"XS",11
3847,646,"S",50
3848,646,"M",30
3849,646,"L",27
3850,646,"XL",21
3851,646,"XXL",28
3852,647,"XS",36
3853,647,"S",44
3854,647,"M",7
3855,647,"L",17
3856,647,"XL",17
3857,647,"XXL",16
3858,648,"XS",12
3859,648,"S",15
3860,648,"M",16
3861,648,"L",50
3862,648,"XL",43
3863,648,"XXL",56
3864,649,"XS",58
3865,649,"S",11
3866,649,"M",42
3867,649,"L",54
3868,649,"XL",49
3869,649,"XXL",23
3870,650,"XS",28
3871,650,"S",20
3872,650,"M",22
3873,650,"L",12
3874,650,"XL",41
3875,650,"XXL",3
3876,651,"XS",10
3877,651,"S",2
3878,651,"M",46
3879,651,"L",10
3880,651,"XL",16
3881,651,"XXL",40
3882,652,"7",23
3883,652,"7.5",30
3884,652,"8",32
3885,652,"8.5",14
3886,652,"9",32
3887,652,"9.5",41
3888,652,"10",51
3889,652,"10.5",52
3890,652,"11",44
3891,652,"11.5",52
3892,652,"12",41
3893,653,"7",33
3894,653,"7.5",48
3895,653,"8",46
3896,653,"8.5",1
3897,653,"9",15
3898,653,"9.5",12
3899,653,"10",39
3900,653,"10.5",56
3901,653,"11",56
3902,653,"11.5",44
3903,653,"12",58
3904,654,"XS",20
3905,654,"S",57
3906,654,"M",13
3907,654,"L",21
3908,654,"XL",30
3909,654,"XXL",41
3910,655,"XS",54
3911,655,"S",14
3912,655,"M",56
3913,655,"L",34
3914,655,"XL",35
3915,655,"XXL",14
3916,656,"XS",11
3917,656,"S",47
3918,656,"M",41
3919,656,"L",37
3920,656,"XL",7
3921,656,"XXL",47
3922,657,"XS",38
3923,657,"S",36
3924,657,"M",1
3925,657,"L",6
3926,657,"XL",35
3927,657,"XXL",22
3928,658,"XS",2
3929,658,"S",32
3930,658,"M",21
3931,658,"L",9
3932,658,"XL",13
3933,658,"XXL",45
3934,659,"XS",21
3935,659,"S",7
3936,659,"M",1
3937,659,"L",25
3938,659,"XL",28
3939,659,"XXL",6
3940,660,"XS",15
3941,660,"S",19
3942,660,"M",9
3943,660,"L",47
3944,660,"XL",28
3945,660,"XXL",16
3946,661,"XS",3
3947,661,"S",0
3948,661,"M",14
3949,661,"L",33
3950,661,"XL",39
3951,661,"XXL",23
3952,662,"XS",18
3953,662,"S",43
3954,662,"M",8
3955,662,"L",46
3956,662,"XL",22
3957,662,"XXL",0
3958,663,"XS",46
3959,663,"S",55
3960,663,"M",27
3961,663,"L",30
3962,663,"XL",27
3963,663,"XXL",39
3964,664,"XS",58
3965,664,"S",18
3966,664,"M",10
3967,664,"L",52
3968,664,"XL",49
3969,664,"XXL",32
3970,665,"XS",38
3971,665,"S",11
3972,665,"M",30
3973,665,"L",21
3974,665,"XL",12
3975,665,"XXL",9
3976,666,"XS",40
3977,666,"S",15
3978,666,"M",17
3979,666,"L",34
3980,666,"XL",58
3981,666,"XXL",21
3982,667,"One Size",47
3983,668,"XS",1
3984,668,"S",0
3985,668,"M",9
3986,668,"L",39
3987,668,"XL",30
3988,668,"XXL",11
3989,669,"XS",46
3990,669,"S",35
3991,669,"M",57
3992,669,"L",16
