id,product_id,feature,value
5121,2302,"Stitching","Double Stitch"
5122,2303,"Material","FullControl Skin"
5123,2303,"5 Year Warranty",null
5124,2303,"Non-GMO",null
5125,2303,"Fabric","Silk"
5126,2304,"Non-GMO",null
5127,2304,"Lens","Ultrasheen Basic"
5128,2305,"Cut","Striaght"
5129,2305,"Green Leaf Certified",null
5130,2305,"Fair Trade Certified",null
5131,2306,"Buttons","Blue Resin"
5132,2306,"Satisfaction Guaranteed",null
5133,2306,"Cut","Straight"
5134,2307,"5 Year Warranty",null
5135,2307,"Cut","Striaght"
5136,2307,"Stitching","Double Stitch"
5137,2308,"Non-GMO",null
5138,2308,"Fabric","95% Cotton, 5% Elastic"
5139,2309,"Material","FullSupport Hybrid Compound"
5140,2309,"Fair Trade Certified",null
5141,2310,"Frame","AllLight Composition Resin"
5142,2311,"Non-GMO",null
5143,2312,"Fair Trade Certified",null
5144,2312,"Green Leaf Certified",null
5145,2312,"Lens","Ultrasheen Basic"
5146,2313,"Frame","DuraResin"
5147,2313,"Fair Trade Certified",null
5148,2313,"Material","Rubber Mesh"
5149,2314,"Green Leaf Certified",null
5150,2315,"Lens","Ultrasheen Gold"
5151,2316,"Stitching","Double Stitch"
5152,2316,"Lifetime Guarantee",null
5153,2316,"Green Leaf Certified",null
5154,2317,"Sustainably Sourced",null
5155,2317,"Fabric","Silk"
5156,2317,"Non-GMO",null
5157,2318,"Non-GMO",null
5158,2318,"Frame","DuraResin"
5159,2319,"Cut","Loose"
5160,2319,"Fair Trade Certified",null
5161,2320,"Non-GMO",null
5162,2320,"Stitching","Double Stitch"
5163,2320,"Material","FullSupport Hybrid Compound"
5164,2321,"Fabric","Velvet"
5165,2321,"Frame","AllLight Composition Resin"
5166,2322,"Cut","Straight"
5167,2322,"5 Year Warranty",null
5168,2322,"Satisfaction Guaranteed",null
5169,2322,"Material","FullControl Skin"
5170,2323,"Lens","Ultrasheen Gold"
5171,2323,"Fabric","Silk"
5172,2324,"Stitching","Cross Stitch"
5173,2325,"Non-GMO",null
5174,2325,"Non-GMO",null
5175,2326,"Cut","Loose"
5176,2326,"Fair Trade Certified",null
5177,2326,"Fabric","Canvas"
5178,2327,"Cut","Loose"
5179,2327,"Material","Armor Weave"
5180,2328,"Green Leaf Certified",null
5181,2328,"Non-GMO",null
5182,2328,"Non-GMO",null
5183,2329,"Fabric","100% Cotton"
5184,2329,"5 Year Warranty",null
5185,2330,"5 Year Warranty",null
5186,2330,"Non-GMO",null
5187,2330,"Fabric","Wool"
5188,2331,"Cut","Straight"
5189,2331,"Fabric","Wool"
5190,2332,"Non-GMO",null
5191,2332,"Non-GMO",null
5192,2332,"Frame","AllLight Composition Resin"
5193,2333,"Fair Trade Certified",null
5194,2334,"Lens","Ultrasheen Gold"
5195,2334,"Lifetime Guarantee",null
5196,2335,"Fair Trade Certified",null
5197,2335,"Material","FullControl Skin"
5198,2336,"Satisfaction Guaranteed",null
5199,2336,"Material","FullControl Skin"
5200,2336,"Material","FullControl Skin"
5201,2337,"Lifetime Guarantee",null
5202,2337,"Cut","Loose"
5203,2337,"Cut","Loose"
5204,2338,"Material","Armor Weave"
5205,2338,"Lens","Ultrasheen Basic"
5206,2339,"Non-GMO",null
5207,2340,"Frame","AllLight Composition Resin"
5208,2340,"5 Year Warranty",null
5209,2340,"Frame","AllLight Composition Resin"
5210,2341,"Fabric","Velvet"
5211,2341,"Lens","100% UV Protective"
5212,2341,"Non-GMO",null
5213,2341,"Buttons","Blue Resin"
5214,2342,"Sustainably Sourced",null
5215,2342,"Non-GMO",null
5216,2342,"Green Leaf Certified",null
5217,2343,"Fair Trade Certified",null
5218,2343,"Non-GMO",null
5219,2344,"Buttons","Black Resin"
5220,2344,"Stitching","Double Stitch"
5221,2345,"Cut","Straight"
5222,2346,"Sustainably Sourced",null
5223,2347,"Material","FullSupport Hybrid Compound"
5224,2347,"Cut","Straight"
5225,2348,"Fabric","Velvet"
5226,2349,"Non-GMO",null
5227,2349,"Fair Trade Certified",null
5228,2349,"Cut","Skinny"
5229,2350,"Fair Trade Certified",null
5230,2351,"Satisfaction Guaranteed",null
5231,2351,"Stitching","Cross Stitch"
5232,2352,"Green Leaf Certified",null
5233,2352,"Frame","AllLight Composition Resin"
5234,2353,"Satisfaction Guaranteed",null
5235,2354,"Buttons","Blue Resin"
5236,2355,"5 Year Warranty",null
5237,2356,"Buttons","Black Resin"
5238,2356,"Non-GMO",null
5239,2356,"Buttons","Black Resin"
5240,2356,"Non-GMO",null
5241,2357,"Stitching","Cross Stitch"
5242,2357,"Satisfaction Guaranteed",null
5243,2357,"Frame","AllLight Composition Resin"
5244,2358,"Buttons","Ivory"
5245,2358,"Lifetime Guarantee",null
5246,2359,"Cut","Loose"
5247,2359,"Buttons","Black Resin"
5248,2359,"Non-GMO",null
5249,2359,"Non-GMO",null
5250,2360,"Stitching","Cross Stitch"
5251,2360,"Satisfaction Guaranteed",null
5252,2360,"Fair Trade Certified",null
5253,2361,"Cut","Loose"
5254,2361,"Cut","Loose"
5255,2361,"Stitching","Double Stitch"
5256,2361,"Lifetime Guarantee",null
5257,2362,"Green Leaf Certified",null
5258,2362,"5 Year Warranty",null
5259,2363,"Frame","DuraResin"
5260,2363,"Material","FullControl Skin"
5261,2364,"Sustainably Sourced",null
5262,2364,"Non-GMO",null
5263,2365,"Cut","Striaght"
5264,2365,"Fabric","FullControlSkin"
5265,2366,"Non-GMO",null
5266,2366,"Non-GMO",null
5267,2367,"Frame","AllLight Composition Resin"
5268,2367,"Non-GMO",null
5269,2367,"Frame","AllLight Composition Resin"
5270,2367,"Non-GMO",null
5271,2368,"Non-GMO",null
5272,2368,"Cut","Loose"
5273,2369,"Non-GMO",null
5274,2369,"Fabric","Canvas"
5275,2370,"Sustainably Sourced",null
5276,2370,"Cut","Skinny"
5277,2371,"Non-GMO",null
5278,2371,"Frame","AllLight Composition Resin"
5279,2372,"Fair Trade Certified",null
5280,2372,"Lens","Ultrasheen Gold"
5281,2372,"5 Year Warranty",null
5282,2373,"Satisfaction Guaranteed",null
5283,2373,"Cut","Skinny"
5284,2373,"Sustainably Sourced",null
5285,2374,"Material","FullControl Skin"
5286,2374,"Stitching","Cross Stitch"
5287,2374,"Fair Trade Certified",null
5288,2375,"Cut","Striaght"
5289,2375,"Sustainably Sourced",null
5290,2376,"Fabric","100% Cotton"
5291,2376,"Fabric","Silk"
5292,2376,"Cut","Skinny"
5293,2377,"Frame","AllLight Composition Resin"
5294,2378,"Frame","DuraResin"
5295,2378,"Sustainably Sourced",null
5296,2379,"Lifetime Guarantee",null
5297,2379,"Fabric","Cool Fit"
5298,2379,"5 Year Warranty",null
5299,2380,"Stitching","Double Stitch"
5300,2381,"Frame","DuraResin"
5301,2381,"Satisfaction Guaranteed",null
5302,2381,"Buttons","Ivory"
5303,2382,"5 Year Warranty",null
5304,2382,"Stitching","Double Stitch"
5305,2383,"Lens","Ultrasheen Silver"
5306,2383,"Material","Armor Weave"
5307,2384,"Lifetime Guarantee",null
5308,2384,"Satisfaction Guaranteed",null
5309,2385,"Fair Trade Certified",null
5310,2386,"5 Year Warranty",null
5311,2387,"Frame","DuraResin"
5312,2387,"Non-GMO",null
5313,2387,"Fair Trade Certified",null
5314,2387,"Sustainably Sourced",null
5315,2388,"Fair Trade Certified",null
5316,2389,"Frame","DuraResin"
5317,2389,"Non-GMO",null
5318,2390,"Lens","Ultrasheen Silver"
5319,2390,"Non-GMO",null
5320,2391,"Non-GMO",null
5321,2391,"Cut","Loose"
5322,2392,"5 Year Warranty",null
5323,2392,"Satisfaction Guaranteed",null
5324,2392,"Stitching","Double Stitch"
5325,2392,"Stitching","Double Stitch"
5326,2393,"Material","FullControl Skin"
5327,2393,"Frame","AllLight Composition Resin"
5328,2393,"Non-GMO",null
5329,2394,"Lens","Ultrasheen Gold"
5330,2394,"Sustainably Sourced",null
5331,2395,"Lens","100% UV Protective"
5332,2395,"Green Leaf Certified",null
5333,2395,"Satisfaction Guaranteed",null
5334,2396,"Lifetime Guarantee",null
5335,2396,"Lens","Ultrasheen Gold"
5336,2396,"Frame","AllLight Composition Resin"
5337,2397,"Fabric","100% Cotton"
5338,2397,"Non-GMO",null
5339,2397,"Sustainably Sourced",null
5340,2398,"Fair Trade Certified",null
5341,2398,"Material","Armor Weave"
5342,2399,"Fair Trade Certified",null
5343,2399,"Cut","Skinny"
5344,2400,"Non-GMO",null
5345,2401,"5 Year Warranty",null
5346,2401,"Green Leaf Certified",null
5347,2401,"Non-GMO",null
5348,2402,"Lifetime Guarantee",null
5349,2402,"Non-GMO",null
5350,2402,"Frame","AllLight Composition Resin"
5351,2402,"5 Year Warranty",null
5352,2403,"Cut","Skinny"
5353,2403,"Fair Trade Certified",null
5354,2404,"Sustainably Sourced",null
5355,2404,"Non-GMO",null
5356,2405,"Fabric","Wool"
5357,2405,"Cut","Skinny"
5358,2405,"Non-GMO",null
5359,2405,"Satisfaction Guaranteed",null
5360,2406,"Cut","Skinny"
5361,2406,"Cut","Loose"
5362,2406,"Stitching","Cross Stitch"
5363,2407,"Cut","Skinny"
5364,2407,"Lens","100% UV Protective"
5365,2407,"Non-GMO",null
5366,2407,"Material","FullControl Skin"
5367,2408,"Satisfaction Guaranteed",null
5368,2409,"Non-GMO",null
5369,2410,"Lifetime Guarantee",null
5370,2411,"Lens","100% UV Protective"
5371,2411,"Cut","Skinny"
5372,2412,"Cut","Straight"
5373,2412,"Satisfaction Guaranteed",null
5374,2413,"Lens","Ultrasheen Silver"
5375,2413,"Non-GMO",null
5376,2414,"Material","Control Support Bridge"
5377,2414,"Cut","Striaght"
5378,2415,"Fabric","Cashmere"
5379,2416,"Frame","AllLight Composition Resin"
5380,2416,"Material","Rubber Mesh"
5381,2417,"Sustainably Sourced",null
5382,2417,"Lifetime Guarantee",null
5383,2418,"Non-GMO",null
5384,2418,"Sustainably Sourced",null
5385,2419,"Fabric","Silk"
5386,2419,"5 Year Warranty",null
5387,2420,"Lens","Ultrasheen Basic"
5388,2420,"Satisfaction Guaranteed",null
5389,2421,"Stitching","Cross Stitch"
5390,2421,"Stitching","Double Stitch"
5391,2421,"Non-GMO",null
5392,2422,"Buttons","Black Resin"
5393,2423,"Frame","AllLight Composition Resin"
5394,2423,"5 Year Warranty",null
5395,2423,"5 Year Warranty",null
5396,2424,"Fabric","Cashmere"
5397,2425,"Non-GMO",null
5398,2425,"Buttons","Brass"
5399,2425,"Lens","Ultrasheen Gold"
5400,2426,"Material","FullSupport Hybrid Compound"
5401,2427,"Lifetime Guarantee",null
5402,2427,"Non-GMO",null
5403,2428,"Buttons","Black Resin"
5404,2429,"Cut","Straight"
5405,2429,"Cut","Loose"
5406,2430,"Sustainably Sourced",null
5407,2430,"Fabric","95% Cotton, 5% Elastic"
5408,2431,"Non-GMO",null
5409,2432,"Cut","Straight"
5410,2433,"Cut","Loose"
5411,2434,"Material","FullControl Skin"
5412,2434,"Sustainably Sourced",null
5413,2434,"Non-GMO",null
5414,2435,"Sustainably Sourced",null
5415,2435,"Non-GMO",null
5416,2435,"Lifetime Guarantee",null
5417,2436,"Non-GMO",null
5418,2436,"5 Year Warranty",null
5419,2436,"5 Year Warranty",null
5420,2436,"Non-GMO",null
5421,2437,"Lens","100% UV Protective"
5422,2438,"Non-GMO",null
5423,2438,"Green Leaf Certified",null
5424,2438,"Fabric","Velvet"
5425,2439,"Fabric","100% Cotton"
5426,2439,"Material","FullControl Skin"
5427,2440,"5 Year Warranty",null
5428,2440,"Stitching","Cross Stitch"
5429,2441,"Sustainably Sourced",null
5430,2441,"Fair Trade Certified",null
5431,2441,"Frame","AllLight Composition Resin"
5432,2442,"Lifetime Guarantee",null
5433,2443,"Non-GMO",null
5434,2443,"Non-GMO",null
5435,2444,"Cut","Loose"
5436,2444,"Stitching","Cross Stitch"
5437,2444,"Non-GMO",null
5438,2445,"Cut","Skinny"
5439,2445,"Cut","Straight"
5440,2446,"Non-GMO",null
5441,2446,"Non-GMO",null
5442,2447,"Non-GMO",null
5443,2447,"Lens","Ultrasheen Basic"
5444,2447,"Stitching","Double Stitch"
5445,2448,"Frame","DuraResin"
5446,2448,"Cut","Straight"
5447,2448,"Green Leaf Certified",null
5448,2448,"Fair Trade Certified",null
5449,2449,"Stitching","Double Stitch"
5450,2449,"Sustainably Sourced",null
5451,2450,"Material","Rubber Mesh"
5452,2450,"Stitching","Cross Stitch"
5453,2451,"Fabric","Wool"
5454,2452,"Frame","DuraResin"
5455,2452,"5 Year Warranty",null
5456,2453,"Sustainably Sourced",null
5457,2453,"Stitching","Cross Stitch"
5458,2454,"Material","FullSupport Hybrid Compound"
5459,2454,"Non-GMO",null
5460,2455,"5 Year Warranty",null
5461,2455,"5 Year Warranty",null
5462,2455,"Cut","Loose"
5463,2456,"Fabric","Silk"
5464,2456,"Fair Trade Certified",null
5465,2456,"Fabric","Cool Fit"
5466,2456,"Satisfaction Guaranteed",null
5467,2457,"Fair Trade Certified",null
5468,2457,"Buttons","Brass"
5469,2457,"Green Leaf Certified",null
5470,2458,"Cut","Skinny"
5471,2458,"Non-GMO",null
5472,2459,"Lifetime Guarantee",null
5473,2459,"Lifetime Guarantee",null
5474,2459,"Lens","100% UV Protective"
5475,2459,"Non-GMO",null
5476,2460,"Buttons","Ivory"
5477,2460,"Cut","Skinny"
5478,2460,"5 Year Warranty",null
5479,2461,"Non-GMO",null
5480,2461,"5 Year Warranty",null
5481,2462,"Fair Trade Certified",null
5482,2462,"Cut","Loose"
5483,2463,"Fair Trade Certified",null
5484,2463,"Frame","DuraResin"
5485,2463,"Non-GMO",null
5486,2464,"Green Leaf Certified",null
5487,2464,"Cut","Straight"
5488,2464,"Lens","Ultrasheen Gold"
5489,2465,"Satisfaction Guaranteed",null
5490,2465,"Material","FullSupport Hybrid Compound"
5491,2465,"Frame","AllLight Composition Resin"
5492,2466,"Cut","Loose"
5493,2466,"Fabric","Cashmere"
5494,2467,"Stitching","Cross Stitch"
5495,2468,"Sustainably Sourced",null
5496,2468,"Lens","Ultrasheen Basic"
5497,2469,"Cut","Skinny"
5498,2469,"Frame","DuraResin"
5499,2470,"Sustainably Sourced",null
5500,2470,"Non-GMO",null
5501,2471,"Cut","Skinny"
5502,2472,"Satisfaction Guaranteed",null
5503,2473,"Satisfaction Guaranteed",null
5504,2473,"Sustainably Sourced",null
5505,2474,"Green Leaf Certified",null
5506,2474,"Sustainably Sourced",null
5507,2475,"Sustainably Sourced",null
5508,2475,"Cut","Skinny"
5509,2476,"Lens","Ultrasheen Silver"
5510,2477,"Fabric","Cashmere"
5511,2477,"Non-GMO",null
5512,2477,"Lens","100% UV Protective"
5513,2478,"Lens","Ultrasheen Silver"
5514,2478,"Fabric","100% Cotton"
5515,2479,"Cut","Skinny"
5516,2479,"Non-GMO",null
5517,2480,"Fabric","100% Cotton"
5518,2480,"Lens","Ultrasheen Gold"
5519,2480,"Cut","Skinny"
5520,2481,"Non-GMO",null
5521,2481,"Lifetime Guarantee",null
5522,2481,"Green Leaf Certified",null
5523,2481,"Cut","Skinny"
5524,2482,"Non-GMO",null
5525,2483,"Lens","100% UV Protective"
5526,2483,"Material","Rubber Mesh"
5527,2484,"Frame","DuraResin"
5528,2485,"Buttons","Black Resin"
5529,2485,"Non-GMO",null
5530,2486,"Lifetime Guarantee",null
5531,2486,"Fabric","Canvas"
5532,2486,"Buttons","Ivory"
5533,2487,"Cut","Loose"
5534,2488,"5 Year Warranty",null
5535,2488,"Frame","AllLight Composition Resin"
5536,2489,"Non-GMO",null
5537,2489,"Satisfaction Guaranteed",null
5538,2490,"Frame","DuraResin"
5539,2490,"Material","Armor Weave"
5540,2490,"Cut","Straight"
5541,2490,"Non-GMO",null
5542,2491,"5 Year Warranty",null
5543,2492,"Sustainably Sourced",null
5544,2493,"Sustainably Sourced",null
5545,2493,"Frame","AllLight Composition Resin"
5546,2493,"Non-GMO",null
5547,2494,"Non-GMO",null
5548,2494,"Frame","DuraResin"
5549,2495,"Sustainably Sourced",null
5550,2495,"5 Year Warranty",null
5551,2496,"Lifetime Guarantee",null
5552,2496,"Material","FullSupport Hybrid Compound"
5553,2496,"Non-GMO",null
5554,2497,"Material","FullSupport Hybrid Compound"
5555,2498,"Buttons","Ivory"
5556,2498,"Sustainably Sourced",null
5557,2499,"Sustainably Sourced",null
5558,2499,"Frame","DuraResin"
5559,2499,"Buttons","Ivory"
5560,2500,"Stitching","Double Stitch"
5561,2500,"Non-GMO",null
5562,2500,"Fabric","Velvet"
5563,2501,"Satisfaction Guaranteed",null
5564,2501,"Buttons","White Resin"
5565,2502,"Cut","Loose"
5566,2502,"Buttons","White Resin"
5567,2502,"Non-GMO",null
5568,2503,"Fabric","FullControlSkin"
5569,2503,"Satisfaction Guaranteed",null
5570,2504,"5 Year Warranty",null
5571,2504,"Non-GMO",null
5572,2505,"Buttons","Blue Resin"
5573,2505,"Sustainably Sourced",null
5574,2506,"Cut","Straight"
5575,2506,"Green Leaf Certified",null
5576,2507,"5 Year Warranty",null
5577,2507,"Stitching","Cross Stitch"
5578,2507,"Sustainably Sourced",null
5579,2508,"Green Leaf Certified",null
5580,2509,"5 Year Warranty",null
5581,2509,"Material","FullControl Skin"
5582,2509,"Satisfaction Guaranteed",null
5583,2510,"Lifetime Guarantee",null
5584,2510,"Frame","DuraResin"
5585,2511,"Green Leaf Certified",null
5586,2511,"Frame","DuraResin"
5587,2511,"Fabric","100% Cotton"
5588,2512,"Cut","Striaght"
5589,2512,"Fair Trade Certified",null
5590,2513,"Lens","Ultrasheen Silver"
5591,2513,"Cut","Skinny"
5592,2514,"Non-GMO",null
5593,2514,"Cut","Skinny"
5594,2514,"Frame","AllLight Composition Resin"
5595,2515,"Fair Trade Certified",null
5596,2515,"Cut","Striaght"
5597,2516,"Lifetime Guarantee",null
5598,2516,"Lifetime Guarantee",null
5599,2517,"Lens","Ultrasheen Gold"
5600,2517,"Non-GMO",null
5601,2518,"5 Year Warranty",null
5602,2519,"Cut","Skinny"
5603,2520,"Fair Trade Certified",null
5604,2520,"Buttons","Brass"
5605,2520,"Fair Trade Certified",null
5606,2521,"Lens","100% UV Protective"
5607,2521,"Frame","AllLight Composition Resin"
5608,2521,"5 Year Warranty",null
5609,2521,"Green Leaf Certified",null
5610,2522,"Green Leaf Certified",null
5611,2522,"Cut","Skinny"
5612,2522,"Material","Rubber Mesh"
5613,2522,"5 Year Warranty",null
5614,2523,"Non-GMO",null
5615,2523,"Cut","Skinny"
5616,2523,"Non-GMO",null
5617,2524,"Lifetime Guarantee",null
5618,2524,"Fair Trade Certified",null
5619,2524,"Fair Trade Certified",null
5620,2525,"Lifetime Guarantee",null
5621,2525,"Cut","Skinny"
5622,2526,"Buttons","Blue Resin"
5623,2526,"Lens","Ultrasheen Gold"
5624,2526,"Stitching","Cross Stitch"
5625,2527,"Non-GMO",null
5626,2527,"Fair Trade Certified",null
5627,2528,"Cut","Loose"
5628,2528,"Sustainably Sourced",null
5629,2528,"Stitching","Double Stitch"
5630,2528,"Non-GMO",null
5631,2529,"Satisfaction Guaranteed",null
5632,2530,"Frame","AllLight Composition Resin"
5633,2530,"Satisfaction Guaranteed",null
5634,2531,"Cut","Loose"
5635,2532,"Sustainably Sourced",null
5636,2532,"Buttons","Black Resin"
5637,2532,"Fair Trade Certified",null
5638,2532,"Lifetime Guarantee",null
5639,2533,"Stitching","Cross Stitch"
5640,2533,"5 Year Warranty",null
5641,2534,"Cut","Skinny"
5642,2534,"Cut","Striaght"
5643,2534,"Sustainably Sourced",null
5644,2534,"Fabric","Cool Fit"
5645,2535,"Stitching","Cross Stitch"
5646,2535,"Lens","100% UV Protective"
5647,2535,"Fabric","FullControlSkin"
5648,2536,"Lifetime Guarantee",null
5649,2536,"Non-GMO",null
5650,2537,"Non-GMO",null
5651,2538,"Lifetime Guarantee",null
5652,2538,"Green Leaf Certified",null
5653,2539,"Cut","Striaght"
5654,2539,"Material","Armor Weave"
5655,2540,"Frame","AllLight Composition Resin"
5656,2540,"Frame","AllLight Composition Resin"
5657,2541,"Sustainably Sourced",null
5658,2541,"Material","FullSupport Hybrid Compound"
5659,2542,"Non-GMO",null
5660,2542,"Non-GMO",null
5661,2542,"Frame","DuraResin"
5662,2543,"Non-GMO",null
5663,2543,"Lens","100% UV Protective"
5664,2543,"Green Leaf Certified",null
5665,2544,"Frame","AllLight Composition Resin"
5666,2545,"Frame","AllLight Composition Resin"
5667,2545,"Sustainably Sourced",null
5668,2545,"Sustainably Sourced",null
5669,2546,"Green Leaf Certified",null
5670,2547,"5 Year Warranty",null
5671,2547,"Stitching","Cross Stitch"
5672,2547,"Satisfaction Guaranteed",null
5673,2548,"5 Year Warranty",null
5674,2548,"Lifetime Guarantee",null
5675,2548,"Frame","AllLight Composition Resin"
5676,2549,"Fair Trade Certified",null
5677,2549,"Cut","Skinny"
5678,2549,"Fair Trade Certified",null
5679,2550,"Green Leaf Certified",null
5680,2550,"Fabric","Cashmere"
5681,2551,"Stitching","Double Stitch"
5682,2551,"Lens","100% UV Protective"
5683,2551,"5 Year Warranty",null
5684,2552,"Buttons","Black Resin"
5685,2552,"Material","FullControl Skin"
5686,2552,"Stitching","Double Stitch"
5687,2553,"Non-GMO",null
5688,2553,"Fabric","Canvas"
5689,2553,"5 Year Warranty",null
5690,2554,"Green Leaf Certified",null
5691,2554,"Non-GMO",null
5692,2555,"Fabric","Wool"
5693,2556,"Cut","Skinny"
5694,2557,"Frame","DuraResin"
5695,2557,"Cut","Loose"
5696,2558,"Lifetime Guarantee",null
5697,2558,"Non-GMO",null
5698,2558,"Green Leaf Certified",null
5699,2559,"Fair Trade Certified",null
5700,2559,"Lifetime Guarantee",null
5701,2559,"Satisfaction Guaranteed",null
5702,2559,"Non-GMO",null
5703,2560,"Lens","Ultrasheen Gold"
5704,2560,"Cut","Straight"
5705,2561,"Non-GMO",null
5706,2561,"Material","FullSupport Hybrid Compound"
5707,2562,"Material","FullControl Skin"
5708,2562,"Fair Trade Certified",null
5709,2562,"Lens","100% UV Protective"
5710,2562,"Fair Trade Certified",null
5711,2563,"5 Year Warranty",null
5712,2563,"Cut","Loose"
5713,2564,"5 Year Warranty",null
5714,2564,"5 Year Warranty",null
5715,2564,"Non-GMO",null
5716,2565,"Lifetime Guarantee",null
5717,2565,"Non-GMO",null
5718,2566,"Satisfaction Guaranteed",null
5719,2567,"Non-GMO",null
5720,2567,"Lens","Ultrasheen Silver"
5721,2568,"Lens","Ultrasheen Silver"
5722,2568,"Frame","DuraResin"
5723,2569,"Fabric","Velvet"
5724,2570,"Cut","Skinny"
5725,2570,"5 Year Warranty",null
5726,2571,"Buttons","Black Resin"
5727,2571,"Lifetime Guarantee",null
5728,2571,"Material","FullControl Skin"
5729,2572,"Cut","Loose"
5730,2572,"Non-GMO",null
5731,2573,"Cut","Loose"
5732,2573,"Buttons","Blue Resin"
5733,2574,"Satisfaction Guaranteed",null
5734,2574,"Material","Control Support Bridge"
5735,2575,"Non-GMO",null
5736,2575,"Fair Trade Certified",null
5737,2575,"Buttons","Ivory"
5738,2576,"Stitching","Cross Stitch"
5739,2577,"Satisfaction Guaranteed",null
5740,2577,"Lens","Ultrasheen Gold"
5741,2577,"Sustainably Sourced",null
5742,2577,"Cut","Skinny"
5743,2578,"5 Year Warranty",null
5744,2579,"Lens","Ultrasheen Basic"
5745,2579,"Cut","Skinny"
5746,2580,"Fair Trade Certified",null
5747,2580,"Sustainably Sourced",null
5748,2580,"5 Year Warranty",null
5749,2581,"Fair Trade Certified",null
5750,2581,"Lifetime Guarantee",null
5751,2581,"Frame","AllLight Composition Resin"
5752,2581,"Cut","Loose"
5753,2582,"Non-GMO",null
5754,2582,"Fabric","Cashmere"
5755,2582,"Material","Control Support Bridge"
5756,2583,"Frame","DuraResin"
5757,2583,"Fair Trade Certified",null
5758,2584,"Satisfaction Guaranteed",null
5759,2584,"Cut","Striaght"
5760,2584,"Green Leaf Certified",null
5761,2584,"Frame","DuraResin"
5762,2585,"Stitching","Double Stitch"
5763,2586,"Fabric","FullControlSkin"
5764,2586,"Fabric","95% Cotton, 5% Elastic"
5765,2586,"Material","Control Support Bridge"
5766,2586,"Sustainably Sourced",null
5767,2587,"Lens","100% UV Protective"
5768,2587,"Cut","Striaght"
5769,2588,"Lifetime Guarantee",null
5770,2588,"Green Leaf Certified",null
5771,2589,"Fabric","80% Cotton, 20% Polyester"
5772,2590,"Satisfaction Guaranteed",null
5773,2590,"Lens","Ultrasheen Basic"
5774,2591,"Fabric","FullControlSkin"
5775,2591,"Non-GMO",null
5776,2591,"Cut","Skinny"
5777,2592,"Frame","DuraResin"
5778,2593,"Frame","DuraResin"
5779,2593,"Buttons","Ivory"
5780,2593,"Cut","Skinny"
5781,2593,"Non-GMO",null
5782,2594,"Cut","Loose"
5783,2595,"Cut","Loose"
5784,2595,"Cut","Loose"
5785,2595,"5 Year Warranty",null
5786,2595,"5 Year Warranty",null
5787,2596,"Lens","Ultrasheen Basic"
5788,2596,"Buttons","Blue Resin"
5789,2597,"Green Leaf Certified",null
5790,2598,"Frame","AllLight Composition Resin"
5791,2598,"5 Year Warranty",null
5792,2599,"Cut","Skinny"
5793,2600,"Lifetime Guarantee",null
5794,2601,"Non-GMO",null
5795,2601,"Frame","DuraResin"
5796,2601,"Buttons","White Resin"
5797,2602,"5 Year Warranty",null
5798,2602,"Non-GMO",null
5799,2603,"Buttons","Brass"
5800,2604,"Non-GMO",null
5801,2604,"Material","FullSupport Hybrid Compound"
5802,2605,"Non-GMO",null
5803,2605,"Sustainably Sourced",null
5804,2605,"Sustainably Sourced",null
5805,2606,"Fabric","FullControlSkin"
5806,2607,"Lifetime Guarantee",null
5807,2608,"Satisfaction Guaranteed",null
5808,2608,"Satisfaction Guaranteed",null
5809,2608,"Fair Trade Certified",null
5810,2609,"Lens","Ultrasheen Silver"
5811,2609,"Frame","AllLight Composition Resin"
5812,2610,"Cut","Loose"
5813,2611,"Cut","Skinny"
5814,2612,"Green Leaf Certified",null
5815,2613,"Sustainably Sourced",null
5816,2613,"Green Leaf Certified",null
5817,2614,"Non-GMO",null
5818,2614,"5 Year Warranty",null
5819,2615,"Fair Trade Certified",null
5820,2615,"Cut","Straight"
5821,2615,"Fair Trade Certified",null
5822,2616,"Green Leaf Certified",null
5823,2616,"Lens","Ultrasheen Gold"
5824,2616,"Non-GMO",null
5825,2617,"Cut","Loose"
5826,2617,"Non-GMO",null
5827,2618,"Non-GMO",null
5828,2618,"Non-GMO",null
5829,2619,"Sustainably Sourced",null
5830,2620,"Material","FullControl Skin"
5831,2621,"5 Year Warranty",null
5832,2621,"5 Year Warranty",null
5833,2621,"Stitching","Double Stitch"
5834,2622,"Green Leaf Certified",null
5835,2622,"5 Year Warranty",null
5836,2622,"Lens","Ultrasheen Silver"
5837,2623,"Green Leaf Certified",null
5838,2623,"Stitching","Cross Stitch"
5839,2623,"Green Leaf Certified",null
5840,2624,"Fabric","Silk"
5841,2624,"Stitching","Double Stitch"
5842,2625,"Frame","AllLight Composition Resin"
5843,2625,"Cut","Loose"
5844,2625,"Lifetime Guarantee",null
5845,2626,"Satisfaction Guaranteed",null
5846,2626,"Lifetime Guarantee",null
5847,2627,"5 Year Warranty",null
5848,2627,"Frame","AllLight Composition Resin"
5849,2627,"Green Leaf Certified",null
5850,2628,"Stitching","Double Stitch"
5851,2628,"Fabric","Cool Fit"
5852,2629,"Frame","DuraResin"
5853,2629,"5 Year Warranty",null
5854,2630,"Sustainably Sourced",null
5855,2631,"Buttons","Blue Resin"
5856,2632,"Sustainably Sourced",null
5857,2632,"Material","Control Support Bridge"
5858,2632,"Fabric","Cool Fit"
5859,2633,"Stitching","Double Stitch"
5860,2633,"Fabric","100% Cotton"
